"airbnbId","title","description","priceOriginal","priceCurrent","rating","reviews","guests","rooms","beds","bathrooms","host","favoriteGuestMark"
"53881669","VIVIENDA COMPLETA A RENTAR! Ideal Santiago Centro.","Alojamiento entero: condo en Santiago, Chile","$31,000 CLP","$27,900 CLP","4.93","42","2 huéspedes","1 habitación","2 camas","2 baños","Alejandro","Favorito entre huéspedes"
"929515922768562362","Agustinas-MacIver, súper central","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$20,663 CLP","4.61","62 reseñas","3 huéspedes","1 habitación","1 cama","1 baño","Gonzalo","No"
"1112453093223901405","Vive II Turismo y Gastronomía","Alojamiento entero: vivienda rentada en Recoleta, Chile","Sin datos","$24,344 CLP","4.76","70 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Victor Ismael","No"
"924828559724031111","Simpático y recién inaugurado!","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$26,600 CLP","4.87","52","2 huéspedes","1 habitación","1 cama","1 baño","Gonzalo","Favorito entre huéspedes"
"1302822970539560298","Moderno y Nuevo Depto. Con Wifi-Piscina-Quincho","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$24,463 CLP","Novedad","1 reseña","2 huéspedes","1 habitación","1 cama","1 baño","Carlos Andres","No"
"1320930226947838622","HT | Espectacular Departamento en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$31,395 CLP","$28,256 CLP","Novedad","1 reseña","2 huéspedes","1 habitación","1 cama","1 baño","HomeTravellers","No"
"1109567227034053094","Cutie Rentapart Santa Lucía","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$20,855 CLP","4.54","28 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","Soledad","No"
"929190840586094239","Departamento Buena Vista","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$20,544 CLP","4.62","66 reseñas","2 huéspedes","1 habitación","2 camas","1 baño","Sebastian","No"
"1000271144732093906","Apartamento completo M. Montt","Alojamiento entero: vivienda rentada en Providencia, Chile","$34,500 CLP","$31,050 CLP","4.59","17 reseñas","2 huéspedes","1 habitación","1 cama","2 baños","Apart Rent","No"
"1278299417334217720","Departamento Moderno y Cómodo en el Centro","Alojamiento entero: vivienda rentada en Santiago, Chile","$25,150 CLP","$20,120 CLP","Aún no hay reseñas","Sin datos","2 huéspedes","1 habitación","1 cama","1 baño","Simply HAUS","No"
"1346373470114943100","HOM I Acogedor y Renovado Depto 1D1B 2PAX Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$34,876 CLP","$28,417 CLP","Novedad","Sin datos","2 huéspedes","1 habitación","1 cama","1 baño","Hom","No"
"1238340742401022929","Céntrico y acogedor cerca Movistar Arena","Alojamiento entero: vivienda rentada en Santiago, Chile","$23,750 CLP","$21,375 CLP","4.79","14 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Felipe","No"
"1171405918109852294","Apartamento Nórdico en corazón de Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$44,416 CLP","$39,441 CLP","5.0","3 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","Julio Andres","No"
"979128582038309801","Moderno, 2 dormitorios, 2 Baños, metro Sta Ana","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$29,070 CLP","5.0","27","3 huéspedes","2 habitaciones","2 camas","2 baños","Paloma","Favorito entre huéspedes"
"856509266366068763","Departamento en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$27,000 CLP","$24,300 CLP","4.83","54 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","Priscilla","No"
"22739873","Cómodo, acogedor y céntrico apartamento Forestal Park 239","Alojamiento entero: vivienda rentada en Recoleta, Chile","$33,541 CLP","$26,365 CLP","4.71","181 reseñas","4 huéspedes","1 habitación","2 camas","1 baño","Oliver","No"
"1348604196591806269","HOM I Cerca al Metro Parque Almagro Depto 1D1B","Alojamiento entero: vivienda rentada en Santiago, Chile","$32,292 CLP","$25,834 CLP","Novedad","Sin datos","2 huéspedes","1 habitación","1 cama","1 baño","Hom","No"
"1199277279846417565","Elegante departamento","Alojamiento entero: vivienda rentada en Santiago, Chile","$35,211 CLP","$29,944 CLP","4.95","20","2 huéspedes","1 habitación","1 cama","1 baño","Yaigres","Favorito entre huéspedes"
"42116165","Studio Remodelado/ Los Leones/ Estacionamiento","Alojamiento entero: vivienda rentada en Providencia, Chile","$62,743 CLP","$35,904 CLP","4.79","118","2 huéspedes","1 habitación","1 cama","1 baño","Pablo","Favorito entre huéspedes"
"603402544172769377","Bergen Dream 1BR con wifi, estacionamiento y balcón","Alojamiento entero: vivienda rentada en Las Condes, Chile","$45,970 CLP","$39,074 CLP","4.66","47 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Valentina","No"
"1162455886719623285","Cómodo y Equipado Departamento en San Miguel","Alojamiento entero: vivienda rentada en San Miguel, Chile","$31,246 CLP","$28,122 CLP","4.97","30","3 huéspedes","1 habitación","2 camas","1 baño","Daniela","Favorito entre huéspedes"
"50749665","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1300150968487397998","HT | Acogedor y a pasos del Metro 3PAX","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","Sin datos","$43,700 CLP","5.0","3 reseñas","3 huéspedes","2 habitaciones","2 camas","1 baño","HomeTravellers","No"
"53500115","Depto nuevo equipado con insuperable conectividad","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","$48,774 CLP","$36,580 CLP","4.9","49","2 huéspedes","1 habitación","1 cama","1 baño","Ignacio","Favorito entre huéspedes"
"1256739340264858197","Cómodo depto Santiago Metro Sta Lucía/ U de Chile","Alojamiento entero: vivienda rentada en Santiago, Chile","$29,808 CLP","$24,777 CLP","4.89","18","2 huéspedes","1 habitación","1 cama","1 baño","Claudia","Favorito entre huéspedes"
"889198294960547974","Departamento Studio Santiago, 2 huéspedes (#3)","Alojamiento entero: vivienda rentada en Santiago, Chile","$35,000 CLP","$30,800 CLP","4.88","41","2 huéspedes","1 habitación","2 camas","1 baño","Javier","Favorito entre huéspedes"
"1313006949716164729","HOM I Nuevo y Confortable Depto 2PAX Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$36,897 CLP","$30,065 CLP","Novedad","2 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Hom","No"
"1115343783229544478","Cómodo Studio Metro Plaza Egaña / Ñuñoa","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","$38,893 CLP","$35,003 CLP","4.79","24 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Lucas","No"
"1186096056172752669","Depto. céntrico con decoración moderna y elegante","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$24,553 CLP","5.0","3 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Simply HAUS","No"
"1313203902397373040","No se pudo extraer información"
"1265130876499599358","A HT | Cálido Dpto. a pocos pasos del metro Ñuble","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","$40,250 CLP","$36,225 CLP","4.88","8","2 huéspedes","1 habitación","1 cama","1 baño","HomeTravellers","Favorito entre huéspedes"
"1313204073064137178","Acogedor Estudio | La Reina | ¡A Pasos del Mall!","Alojamiento entero: vivienda rentada en La Reina, Chile","$33,077 CLP","$26,462 CLP","Novedad","1 reseña","2 huéspedes","Sin datos de habitaciones","1 cama","1 baño","Andes STR","No"
"1263295044983804000","HT | Acogedor Departamento a pasos del Metro","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$27,695 CLP","4.54","13 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","HomeTravellers","No"
"34708887","Santiago Centro, buen entorno, luminoso.","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$20,580 CLP","4.64","129 reseñas","3 huéspedes","1 habitación","1 cama","1 baño","Gonzalo","No"
"23063527","Amplio y acogedor dpto. en Centro de Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$22,646 CLP","4.66","127 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","Gonzalo","No"
"1311633702480118253","Departamento 1 Dormitorio en Ñuñoa","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","$33,625 CLP","$28,581 CLP","Novedad","2 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Paula","No"
"1050604","Depto Parque Forestal, Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$20,900 CLP","4.38","192 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Francisco","No"
"17303681","203 Providencia Turistic Quartier","Alojamiento entero: vivienda rentada en Providencia, Chile","Sin datos","$26,599 CLP","4.5","314 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Marcelo","No"
"914740892544420590","Luminoso, lindo y cómodo con hermosa vista 180°","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$33,000 CLP","Sin datos","Sin datos","2 huéspedes","1 habitación","1 cama","1 baño","Sin datos","No"
"1280444773918686238","Barrio de centro, Santiago C722","Alojamiento entero: vivienda rentada en Santiago, Chile","$32,450 CLP","$28,881 CLP","5.0","6 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Juan Pablo","No"
"1306613288489237279","Apto. 1902-P: en San Miguel para 2 personas con piscina y GIMNASIO.","Alojamiento entero: vivienda rentada en San Miguel, Chile","$30,000 CLP","$27,000 CLP","4.33","3 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Makro Servicios","No"
"1079225697046191007","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"667418864147883849","Mejor Apartamento Providencia","Alojamiento entero: vivienda rentada en Providencia, Chile","Sin datos","Sin datos","4.88","17","3 huéspedes","1 habitación","2 camas","1 baño","Leonardo Ignacio","Favorito entre huéspedes"
"823284176715401715","Apartamento en Escuela Militar","Alojamiento entero: vivienda rentada en Las Condes, Chile","Sin datos","$41,800 CLP","4.8","46 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Diana","No"
"1080652570596589904","Homestudio/Movistar Arena","Alojamiento entero: vivienda rentada en Santiago, Chile","$23,438 CLP","$21,094 CLP","4.97","36","2 huéspedes","1 habitación","1 cama","1 baño","Maria Jesus","Favorito entre huéspedes"
"718311963568419405","Vista privilegiada al Cerro San Cristóbal","Alojamiento entero: vivienda rentada en Santiago, Chile","$41,990 CLP","$37,791 CLP","4.91","123","4 huéspedes","1 habitación","2 camas","1 baño","Javier","Favorito entre huéspedes"
"1277605005740441011","Metro Escuela Militar","Alojamiento entero: vivienda rentada en Las Condes, Chile","$40,688 CLP","$32,550 CLP","5.0","3 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Alex","No"
"1348597413007624138","HOM I Depto 1D1B cerca de el Parque Almagro","Alojamiento entero: vivienda rentada en Santiago, Chile","$32,292 CLP","$25,834 CLP","Novedad","Sin datos","2 huéspedes","1 habitación","Sin datos de camas","1 baño","Hom","No"
"1313007098764597399","HOM I Precioso y Acogedor Depto 1D1B en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$34,876 CLP","$28,417 CLP","Novedad","Sin datos","2 huéspedes","1 habitación","1 cama","1 baño","Hom","No"
"1310729783110464021","Santiago, 2 dorm., Metro Moneda","Alojamiento entero: vivienda rentada en Santiago, Chile","$35,000 CLP","$31,500 CLP","Novedad","1 reseña","3 huéspedes","2 habitaciones","2 camas","1 baño","Erik","No"
"987853403406903227","Hermoso y moderno departamento","Alojamiento entero: vivienda rentada en Santiago, Chile","$31,990 CLP","$28,775 CLP","4.94","65","2 huéspedes","1 habitación","2 camas","1 baño","Edgardo","Favorito entre huéspedes"
"1200156551444081269","No se pudo extraer información"
"27123280","Renovado y Bonito - Ubicación Centralísima","Alojamiento entero: condo en Santiago, Chile","$35,343 CLP","$28,774 CLP","4.86","316","2 huéspedes","1 habitación","1 cama","1 baño","Brian","Favorito entre huéspedes"
"1301700452647816337","HOM I Nuevo Studio 2PAX en Calle Carmen Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$27,121 CLP","Novedad","1 reseña","2 huéspedes","Sin datos de habitaciones","1 cama","1 baño","Hom","No"
"1299316020556722687","No se pudo extraer información"
"1274849650478587349","Hermoso apto tipo Estudio+Cocina y Terraza para 2","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$24,340 CLP","4.89","19","2 huéspedes","1 habitación","1 cama","1 baño","Gilmer","Favorito entre huéspedes"
"1263001003896571132","Nuevo y equipado. Estacionamiento y piscina.","Alojamiento entero: vivienda rentada en Santiago, Chile","$38,337 CLP","$25,638 CLP","5.0","6","2 huéspedes","1 habitación","1 cama","1 baño","Sebastian","Favorito entre huéspedes"
"1214021614161463892","HT | Ejecutivo Depto. 2PAX a pasos del Metro","Alojamiento entero: vivienda rentada en Santiago, Chile","$29,153 CLP","$26,238 CLP","4.36","11 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","HomeTravellers","No"
"1348083230090354028","No se pudo extraer información"
"17780205","204 Providencia Turistic Quartier","Alojamiento entero: vivienda rentada en Providencia, Chile","Sin datos","$24,414 CLP","4.54","187 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Marcelo","No"
"1319643126635541505","No se pudo extraer información"
"1199279170801386535","Elegante dpto Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$32,490 CLP","4.69","16 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Sebastian","No"
"1320934631651170267","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1314004853523415397","Nuevo, 2 dorm. Metro Moneda","Alojamiento entero: vivienda rentada en Santiago, Chile","$35,000 CLP","$31,500 CLP","Novedad","1 reseña","3 huéspedes","2 habitaciones","2 camas","1 baño","Franek","No"
"1158655283502125166","No se pudo extraer información"
"1308725475723900386","Apartamento en barrio El Golf","Alojamiento entero: vivienda rentada en Las Condes, Chile","Sin datos","$35,163 CLP","Novedad","1 reseña","3 huéspedes","2 habitaciones","2 camas","2 baños","Francisco","No"
"965488122964313481","Studio acogedor barrio Sta Lucia","Alojamiento entero: vivienda rentada en Santiago, Chile","$36,154 CLP","$32,539 CLP","4.99","80","2 huéspedes","1 habitación","1 cama","1 baño","Francisca","Favorito entre huéspedes"
"1271127347344802581","HOM | Inmejorable Studio 2PAX con Terraza Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","Sin datos","4.8","5 reseñas","2 huéspedes","Sin datos de habitaciones","1 cama","1 baño","Hom","No"
"1277465614886756277","Calidad hotelera|Wi-Fi |AC | Sin Comisión| STGO DT","Alojamiento entero: vivienda rentada en Santiago, Chile","$35,534 CLP","$31,875 CLP","5.0","3 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Andes Plus","No"
"1268003288233881364","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1341380033201360716","A HT | Cálido Depto. a pasos metro Parque Almagro","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$29,900 CLP","Novedad","Sin datos","3 huéspedes","1 habitación","2 camas","1 baño","Sin datos","No"
"1217315898451569257","HOM | Studio con Parking en Santa Isabel, Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$27,676 CLP","4.5","6 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Hom","No"
"968495793800157956","Apartamento Santiago Centro","Alojamiento entero: vivienda rentada en Santiago, Chile","$35,000 CLP","$31,500 CLP","4.57","21 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Sebastian","No"
"1262217194974956397","Sentir Santiago: Estudio Moderno y Confortable","Alojamiento entero: vivienda rentada en Santiago, Chile","$35,659 CLP","$28,104 CLP","4.22","9 reseñas","2 huéspedes","Sin datos de habitaciones","1 cama","1 baño","Andes STR","No"
"1282135051839539314","Cómodo departamento en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$28,880 CLP","$23,104 CLP","5.0","9","2 huéspedes","1 habitación","1 cama","1 baño","Karen","Favorito entre huéspedes"
"27088114","Central y clásico - moderno, encantador, renovado","Alojamiento entero: condo en Santiago, Chile","$35,343 CLP","$27,374 CLP","4.91","327","2 huéspedes","1 habitación","1 cama","1 baño","Brian","Favorito entre huéspedes"
"1049110902319024110","Elegante a 3” del Metro Parque Almagro","Alojamiento entero: vivienda rentada en Santiago, Chile","$32,690 CLP","$24,900 CLP","4.96","23","3 huéspedes","1 habitación","1 cama","1 baño","Rosa","Favorito entre huéspedes"
"19038002","Depto. Providencia Linda vista, gimnasio y piscina","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$49,063 CLP","Sin datos","2 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","Pablo","No"
"1215251499722823887","Hermoso monoambiente en Ñuñoa","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","Sin datos","$25,413 CLP","4.87","23","2 huéspedes","1 habitación","1 cama","1 baño","Edgar","Favorito entre huéspedes"
"1295209708733837741","Apartamento Barrio Italia, Metro santa Isabel wifi","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$28,290 CLP","5.0","5 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Victoria","No"
"27718639","Departamento lado al metro y shopping, aire acond","Alojamiento entero: loft en Providencia, Chile","$47,842 CLP","$38,274 CLP","4.56","179 reseñas","3 huéspedes","Sin datos de habitaciones","4 camas","0 baños","Cecilia","No"
"1305742933673286793","A HT | Espectacular departamento","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","$45,080 CLP","$40,572 CLP","Novedad","2 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","HomeTravellers","No"
"631094783302877520","22 Providencia Deco","Alojamiento entero: loft en Providencia, Chile","Sin datos","$27,549 CLP","4.66","53 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Danae","No"
"1343000857903350071","Acogedor Estudio en el Centro de Santiago","Alojamiento entero: loft en Santiago, Chile","$48,360 CLP","$38,688 CLP","Novedad","Sin datos","4 huéspedes","1 habitación","2 camas","1 baño","Nicolas Alfonso","No"
"1262193163881049641","Departamento con Crystal Lagoon a pasos del Metro","Alojamiento entero: vivienda rentada en Macul, Chile","$28,985 CLP","$25,026 CLP","4.82","11 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Andrés","No"
"1286962864139194813","Amplio Apartamento en Nuñoa","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","$43,000 CLP","$27,950 CLP","Sin datos","1 reseña","3 huéspedes","1 habitación","1 cama","1 baño","Aqc","No"
"1053656409668962411","Ubicación Perfecta y Comodidad","Habitación en Las Condes, Chile","$26,000 CLP","$22,100 CLP","4.92","36","Sin datos de huéspedes","Sin datos de habitaciones","1 cama queen","baño compartido","Quédate con Bernardita","Favorito entre huéspedes"
"1072737686071566306","Cómodo y céntrico Estudio","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","$27,700 CLP","$24,554 CLP","4.85","40","2 huéspedes","1 habitación","Sin datos de camas","1 baño","Karla","Favorito entre huéspedes"
"1253064616908728446","HT | Maravilloso Dpto. a pasos Metro Parq. Almagro","Alojamiento entero: vivienda rentada en Santiago, Chile","$32,200 CLP","$28,980 CLP","3.83","6 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","HomeTravellers","No"
"1329628525683987170","HT | Acogedor Departamento en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$38,813 CLP","$34,932 CLP","Novedad","Sin datos","3 huéspedes","1 habitación","1 cama","1 baño","HomeTravellers","No"
"1290695247651082535","HOM Exquisito y comodo Depto 1D1B 2PAX Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$32,234 CLP","Sin datos","1 reseña","2 huéspedes","1 habitación","1 cama","1 baño","Sin datos","No"
"1198109064624145651","Relajante departamento en Stgo","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$31,350 CLP","4.89","44","2 huéspedes","1 habitación","1 cama","1 baño","Rodrigo","Favorito entre huéspedes"
"1034909518230793919","Revitalizante Refugio Urbano","Alojamiento entero: vivienda rentada en Santiago, Chile","$32,500 CLP","$29,250 CLP","4.69","29 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","La Conciergerie","No"
"1199050070067157461","2. ¡Comprobación autónoma: 25%! [1' P. Almagro] Nómadas digitales","Alojamiento entero: vivienda rentada en Santiago, Chile","$29,387 CLP","$25,741 CLP","4.8","15 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","Jana De Modo Nómade","No"
"987549279920015458","Con Aire Acondicionado cerca Costanera Center","Alojamiento entero: vivienda rentada en Providencia, Chile","$53,157 CLP","$41,000 CLP","4.92","50","2 huéspedes","1 habitación","1 cama","1 baño","Paloma","Favorito entre huéspedes"
"1175997693578626592","Monoambiente centrico en Stgo","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$29,601 CLP","4.83","18 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Militza","No"
"1165939818135100465","Wi-Fi Alta Velocidad|Sin Comision|Calidad Hotelera","Alojamiento entero: vivienda rentada en Santiago, Chile","$33,613 CLP","$27,591 CLP","4.64","11 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Sin datos","No"
"1205419865521404115","Nuevo depto Metro Irarrazabal Ñuñoa","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","Sin datos","$37,288 CLP","4.89","37","3 huéspedes","1 habitación","2 camas","1 baño","Rodrigo","Favorito entre huéspedes"
"46469523","Depto Studio con excelente ubicación en Las Condes","Alojamiento entero: loft en Las Condes, Chile","$60,000 CLP","$50,400 CLP","4.9","62","3 huéspedes","1 habitación","2 camas","1 baño","Andrea","Favorito entre huéspedes"
"1132267007616308085","Apartamento, Alameda, metro Ecuador. Santiago.","Alojamiento entero: vivienda rentada en Estación Central, Chile","$29,000 CLP","$26,100 CLP","4.9","21","3 huéspedes","1 habitación","1 cama","1 baño","Julio Andres","Favorito entre huéspedes"
"1314448778962509904","HOM | Inmejorable y Luminoso Studio 2PAX en Ñuñoa","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1231189519401952313","HOM | Nuevo y Moderno Depto 2D2B 3PAX en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$46,516 CLP","5.0","9","3 huéspedes","2 habitaciones","2 camas","2 baños","Hom","Favorito entre huéspedes"
"46417187","Luxury Retreat con 2 dormitorios, wifi, piscina, gimnasio.","Alojamiento entero: vivienda rentada en Providencia, Chile","$70,966 CLP","$60,321 CLP","4.74","90 reseñas","3 huéspedes","2 habitaciones","2 camas","1 baño","Cristián","No"
"49969378","Amoblado | 1 D/1B | Ñuñoa | Metro Irarrazaval","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","$30,500 CLP","$27,450 CLP","4.89","44 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Carol","No"
"1347360283440407667","4 Pax + 2 Baños completos.","Alojamiento entero: vivienda rentada en Santiago, Chile","$34,020 CLP","$27,216 CLP","Novedad","Sin datos","4 huéspedes","2 habitaciones","2 camas","2 baños","Modo Nómade Chile","No"
"1267297474176016619","Calidad hotelera|Wi-Fi |AC | Sin Comisión| STGO DT","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$31,875 CLP","4.83","6","2 huéspedes","1 habitación","1 cama","1 baño","Andes Plus","Favorito entre huéspedes"
"1334033522358978687","HT | Cálido Estudio en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$39,000 CLP","$35,100 CLP","Novedad","1 reseña","2 huéspedes","1 habitación","1 cama","1 baño","HomeTravellers","No"
"1348855610697665076","Acogedor departamento en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$35,000 CLP","$28,000 CLP","Novedad","Sin datos","3 huéspedes","2 habitaciones","2 camas","1 baño","Gabriela","No"
"1318122033333255545","HT | Hermoso Departamento en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$32,200 CLP","$28,980 CLP","Novedad","Sin datos","3 huéspedes","1 habitación","2 camas","1 baño","HomeTravellers","No"
"1244148801042339541","HOM | Luminoso e Inmejorable Depto 2PAX, Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$33,268 CLP","4.67","6 reseñas","2 huéspedes","1 habitación","Sin datos de camas","1 baño","Hom","No"
"1348535284411535611","HT | Espectacular Depto en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$44,850 CLP","$40,365 CLP","Novedad","Sin datos","3 huéspedes","1 habitación","2 camas","1 baño","HomeTravellers","No"
"995731000042273182","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1033549275042116385","Departamento nuevo céntrico a pasos del metro","Alojamiento entero: apartamento con servicios incluidos en Santiago, Chile","Sin datos","Sin datos","4.96","116","3 huéspedes","1 habitación","2 camas","1 baño","Miguel","Favorito entre huéspedes"
"1205345411697770311","En el mejor barrio de santiago","Alojamiento entero: vivienda rentada en Las Condes, Chile","$59,176 CLP","$46,749 CLP","4.83","23 reseñas","4 huéspedes","1 habitación","2 camas","2 baños","Charly","No"
